label,tweet
0,@united Are your earnings so low that checkin people have to also be on Tarmac loading bags? JAN
0,"@SouthwestAir horrible experience, passenger of size was 1/3 in my seat, offered $50 voucher for this by Christine C http://t.co/1xzrK66wVQ"
1,@JetBlue thanks...
0,"@united you're missin the point! There was no ""weather"". You're lying! Seats was broken. But u claim ""weather"" to get out of hotels. Classy"
1,@SouthwestAir yes please!
0,@AmericanAir yet there are plenty of available AA agents at gates nearby who say they are unable to help customers from our flight.
0,"@JetBlue Token $75.00 Goodwill Voucher for passengers stuck on flight 136 from Phoenix today. 3 hour mark. How about a $27,000 per passenger"
0,@united those whose pay to actually fly with you over 30k/ year deserve better service than a CC holder.
0,"@United Your customer service for Mileage Plus customers is a disgrace. I just spent 45 min on the phone to reset a pin number, with no luck"
0,@united why no preferred security line anymore. My TSA pre-check didn't pull on my @SilverAirways partner flight! #Platinum #spoiled
0,@united what's going on with the mileage plus accounts? Login through username and email have been down for at least three days.
0,"@united - well, now finally on board hopefully we take off this time and quickly. Well over an hour delay!!"
1,@SouthwestAir Landed in Nashville! Thanks for taking care of us! http://t.co/RYXbPLgMnK
0,@USAirways Thanks for ruining my last night of vacation because I have to worry about my flight because y'all don't have record of it
0,@SouthwestAir it's not letting me DM you !!
0,"@USAirways yes, but we were answered and put back on hold while they were to check on our request..  50 mins Late Flightr nothing!"
0,@SouthwestAir that's bull. Once you add a fare to the cart you should be locked in. I made it all the way to PayPal.
0,"@VirginAmerica congrats, you just got all my business from EWR to SFO/LAX. Fuck you @united fl1289 SFO/EWR was the clincher..."
0,@AmericanAir Mold on my flight?!? US3825 #filthyplane #hopeidonotgetsick http://t.co/zIK2UoXGnW
0,"@united Your baggage tracking system is worthless! It tells me nothing about where the bag is, much less what your plans are to get it to me"
0,"@SouthwestAir I understand. But it's consistent, and been consistent for years. It's known around the country."
0,@USAirways that is the most useless tweet I've ever seen out of you.
1,"@JetBlue ha ha! Can I get a wake up call at boarding time please?  Large coffee, extralight extra sweet please!"
0,@AmericanAir I've been doing this all night. Can someone please help? I need my flt fixed. Please???
1,@united follow me please this airline is beautifull ♥
0,@VirginAmerica your site is tripping. I'm trying to check in and I'm getting the plain text version. I am reluctant to enter any card info.
0,@JetBlue Been a member since 2007. Looking to travel next week 2/24-2/27. Couldn't book right away due to all the snow; I'm in BOS.
1,"@united They let us know in advance of the reboot, yes :) Thanks for the attentiveness!"
0,"@SouthwestAir VERY frustrated. Saw seats avail. online for pref alt. flight, unable to book online, lost those seats during &gt;2 hr phone hold"
0,.@united I appreciate you looking. Can you compensate me on anything for my troubles? Still haven't taken off for a 10:30 am flight
0,@USAirways @AmericanAir. delay and mechanical issues on both my weekend flights. Ridiculous. Will tweet as long as we are delayed
0,@AmericanAir you guys should really improve the service experience with your on site personnel. This has been one of the worst experiences.
0,@USAirways @AmericanAir can someone please tell me who I have to talk to #getittogether #findurgrip
0,"@united thank you for dishonoring my upgrade and putting me in a seat I didn't want, all while not even notifying me.  Great 1K service 👎"
0,@USAirways My daughter is stranded in charlotte because US Airways Cancelled Flightled her flight tonight.  Completely dissatisfied with @USAirways
0,"@AmericanAir once again flying AA4285, once again 60+ min delay because of mechanical issues. Perhaps you should consider maintenance?"
0,@JetBlue 5 hours delayed now in hour increments?  Really?  &amp; as Mosaic I still have to pay $25 to use lounge during this waste of a Sunday?
1,@SouthwestAir I love you guys! Had to take a few other airlines this week...makes me love and appreciate y'all so much more! #onlywaytofly
0,"@united your gate attendant had some snobby remarks, your customer service is like playing poker with my sisters kids!"
0,@united Shame that there's no flex to tickets transfer rules.  Even calling from Neurosurgery ICU isn't enough!
1,@USAirways how about a drink voucher for the next flight?? #winkwink
1,@JetBlue thank you! I know the weather in #Boston isn't great. Everyone's tired
0,@JetBlue CCNDJP/ I can send a screen shot of the systems error if an email address is provided
0,@united I'm rebooked on a flight tomorrow even though I had 1st class seat orig I have a lousy coach seat
0,"@USAirways Please don't trivialize me.  This is a joke, not a slow day or slow experience"
0,"@usairways I've been on hold since 11:30pm how many customer service reps do you have?
 #seriously"
1,@AmericanAir ...have you seen Blue? Go look it up :)
0,@united Yes but unbelievable.  Should have a free fare lock
0,@united You make it hard to fly with you. Delayed over an hour and now the plane  is turning around &amp; heading back to the gate. #connection?
0,@JetBlue no excuse though for 3 gate changes though.
1,"@SouthwestAir, I really appreciate you all's #BHM commercial that aired today during @BET's #BookofNegroes"
0,@USAirways Do you have any pride in your service? Any concerns for my wife and everyone else on that flight? Or you just don't care????!!!
0,@SouthwestAir I just sent it over
0,@AmericanAir cannot understand how you are part of oneworld all other member treat their customers fairly #tcf #oldplanes #damageluggage
0,@united employee=faceless. Don't throw them under the bus. Starts with management. I'm almost a million miler and own my own company. 1/2
0,@USAirways delayed I'm charlotte big surprise
1,@AmericanAir great thank you
0,@USAirways now in a black hole of your phone system
0,"@AmericanAir she was rude, unprofessional,  not helpful in helping me try and get home. As a #aaadvantage #loyal aa customer dissatisfied!"
0,@SouthwestAir so u Cancelled Flight our flight to PHX bc of SDF weather but flights 2 the NE from SDF are still going on?! WTF? http://t.co/NGG3N0wIaR
1,"@AmericanAir mission accomplished today, Thank you!"
0,"@united airlines claims to have a low fare guarantee, but they won't honor a lower fare that I found."
0,"@united tried calling too, but w/25 min phn wait means we'd miss options anyway"
1,"@united awesome. Thx. And thx for replying so damn fast, sure as hell beats 80s cheeze hold music!!"
0,"@united Flight was overbooked! Was offered voucher to wait &amp; take another flight. Gate agent switched me over, retracted voucher offer."
0,@JetBlue no more than half an hour wait. It's unreal. Finally first bag coming out. SJU needs to work on this
0,@united calling that number was useless. Heading to the airport now to pick up my bags. this whole situation seems like a real joke.
0,@United #1758 now going in 40 min waiting for other plane to vacate gate. #findanothergate
0,@AmericanAir your planes made me miss 2 connections in 2 days. Thanks for nothing
0,@JetBlue I'm on flight and no booze being served 30 min in... What gives? #lostrevenue #angryandsober #bachelorpartymishap
0,"@united flight landed 13 hours ago, 2 more flights CMH-IAD last night and still no bag..could have driven it from CMH"
0,@united hey! DM not working. UA 307!
0,@JetBlue won't see my money again after their poor service    should have stuck with virgin america what was i thinking trying jetblue???
0,@JetBlue anything serious I should worry about?
0,@AmericanAir better do the right thing and take care of @Cowboycerrone or els you're losing business!!!!
0,@united Calls to 800# resulted in 2hrs of hold time &amp; 2day wait to check suspect code share fare. Nothing investigated—my time wasted (2/2)
0,"@USAirways i have and you have not been able to locate them, its insane. i trust you and PAY you to look after my things and you lost them."
1,@AmericanAir 1138 got us to LGA safely. Thanks for taking the time to make the plane safe before flying!
0,@united never fails to have delayed flights 😡
1,@AmericanAir Kudos to the captain and crew for handling fustrated people while dealing with the preventable issues and shortcomings by maint
1,"@VirginAmerica For my Grandma Ella's 80th, she would &lt;3 a bday greeting from your flight crew! She was a stewardess for Eastern Airlines."
1,@SouthwestAir I'll have to drop by next time I visit!
0,@USAirways I've been on hold for over 2 1/2 hours - there has to be an easier way to Cancelled Flight/get a refund... 😑😩 http://t.co/Cm4roIypc2
0,@AmericanAir we have 3 more passengers with me   There are two more reservation numbers
0,@USAirways When I check online it states status closed. What does this mean? As I have yet been able to reach a live person...
0,@USAirways I will write CR. Not sure what good it'll do as the customer service I experienced was horrible.
0,"@AmericanAir and how is this not a mechanical issue? All evidence points to the idea that it’s the ILS at CLL at fault, not the weather."
0,@JetBlue note the time this was taken (now at 906 am) and flight still listed as on time for 910 when I'm not onboard http://t.co/zvfmxnuELJ
0,@united WHERE IS MY RECEIPT! I upgraded return leg and 6 months Late Flightr still NO receipt! http://t.co/DAjWzhLVyu
1,"@JetBlue The 13th Annual Martha's Vineyard African American Film Festival  August 10-15, 2015   Our attendees deserve a great flight to MV??"
1,"@JetBlue Very excited, for the first time this Sunday, March 1 I get to fly #JetBlue flight 123 #Mint from JFK. Looking forward :-)"
1,@SouthwestAir Jason (108639) at Gate #3 in SAN made my afternoon!!! #southwestairlines #stellarservice #thanks!
1,"@united done just now, thanks."
0,@USAirways this is the aforementioned pilot. @AmericanAir sure you want to merge with these patron hitting hoodlums? http://t.co/C24cEfa9pl
0,@USAirways Ya'll need to work on your online checkout system. Two bank transactions for one ticket is bush league. Yell at your devs.
1,@USAirways thanks for getting us on ur plane. Awesome flight attendant who is making us smile after difficult travel. #customerservice
0,"@AmericanAir I'd just like to know where my bag is, when I'll get it and why I don't have it already. No accountability from Cust Service."
1,@AmericanAir thank you. They are processing my refund.
1,@AmericanAir in miami and the  agents Rachel Wong and Marisol Pimentel were very  pleasant in a world of chaos a BIG .thank u
0,@united disappointed to learn you are now charging $200 to use 20k miles for upgrades on PS JFK flights. Will be looking at alternatives.
1,@SouthwestAir that's awesome! Love flying SWA!
0,@USAirways unfortunately patience won't get me to my boat that leaves at 4 pm. I was on hold watching all flights fill up.
0,"@united yea, a refund. Your airline ruined our trip."
0,@united 6 minutes to boarding at b12 in Ord. No sign of gate agent. A little help?
0,"@united If you consider 50 mins for bags @ 10:00pm on a Sunday night ""as fast as they can"", you should reconsider what you think that means."
0,@USAirways are people going to answer our calls?
1,@SouthwestAir can anyone help me upgrade to buisness select !? Cant seem to get hail of the right area at all .. I know you guys are good
1,@united since when did you get so good again!  4 transcontinental flights in 72h.  What a pleasure/relief you were.
0,@AmericanAir crew did the best they could but it was out of their control. You only get one chance of a honeymoon &amp; you failed miserably
0,@AmericanAir We all did! Skipper's walk-around too :(
1,@SouthwestAir Awesome staff at the  check in desk! They had a paper airplane race for a SW gift card to keep ppl entertained during delays
1,"@USAirways - Janet &amp; my DEN-PHL  flight Cancelled Flightled Saturday, USAIR rescheduled automatically &amp; notified us by email at no additional cost."
0,@AmericanAir they don't even give an option to hold.. Just say lines are busy Plz try Late Flightr
1,@JetBlue you guys are lucky I love you
0,@united 5.5hrs Late Flightr and you still can't figure it out. Random text updates. #embarrassing #ua3728 http://t.co/vFTUyJh45X
0,"@USAirways I guess they only respond to compliments. Sorry, can't think@of even ONE."
0,"@JetBlue Felt a bit like they were adding insult to injury, since we'll be in terminal 5 for seven hours until the next flight :/"
1,@JetBlue I will. I love flying with you all. Great service.
0,@AmericanAir but they refused to unload our luggage so we're stuck in below freezing weather w/o our cold weather clothes.
0,@AmericanAir any idea on what the wait time is for refunds from @USAirways? I was told a few days over the phone - but it's well past that.
0,@AmericanAir 4th flight rebooked to is NOT Cancelled Flighted! Woo-hoo. Going to make it to @LaGuardiaAir
0,"@united if you don't like delayed bags, why do you let it happen so much?"
0,"@united so our flight into ORD was delayed because of Air Force One, but the last flight to SBN is at 8:20, 5 mins from now we just landed."
0,@united we are sitting on the runway for 2 hours! It is ridiculous!!
0,@SouthwestAir I am genuinely surprised you all don't upgrade people when you Cancelled Flight their flights or at least put them in a comparable spot
0,@USAirways screwed me up big. 1st flight 1hr Late Flight. Made it to 2nd flight. CSM daryl wouldn't let me on the plane because we were (1/4)
0,"@AmericanAir on plane for JFK-&gt;SFO, been sitting here for 1.5 hours waiting for push crew, how is this acceptable?"
0,@united comically on the return flight from ASE there were two United flights boarding at adjacent gates and not clear which plane to board
0,@AmericanAir @united we'll have time and they aren't doing a damn thing. I'm the guy in the winter hat and frowny face
0,@AmericanAir why can't @dfwairport have the capability to spread salt on a runway?!
0,"@AmericanAir too Late Flight now. Boarded, exit rows taken. Could not have gotten worse. Guy next 2 me should've bought 2 seats. #miserablemorning"
0,@AmericanAir  oh no she left the counter and went downstairs.  Then she told Elise an agent that joined her not to come over to counter.
0,@SouthwestAir my parents flight frm STL2ATL Cancelled Flighted 2nite. When's the next one out?!
0,@USAirways not best pleased with service so far. On our third gate and still no guarantee that it's the correct one :(
1,"@JetBlue OK, thank you."
0,@VirginAmerica you're the best!! Whenever I (begrudgingly) use any other airline I'm delayed and Late Flight :(
0,@USAirways over 2 hours and 14 minutes on hold and counting. Thanks for the help! #customerservice #brutal http://t.co/VsKXyAmnom
0,@AmericanAir That what I hoped - contacted them 3 wks ago about this but they have not responded and still issued in US funds. #frustrated
0,@JetBlue whose performing at T5
0,@SouthwestAir  Glad to see you know how to keep the money in your own pockets. 'Thanks' for the voucher in return for lost bag.
1,@SouthwestAir On my flight today from RSW to GRR I was able to snag a free SW Agent to check for me. It looks like we are (finally) all set.
0,@SouthwestAir I booked a flight on my phone and then never got a confirmation email. How would I go about getting that?
0,"@SouthwestAir worst customer service, Terrible attitudes. I don't care how big a storm.  Your employees need an attitude adjustment"
0,@USAirways @AmericanAir  worst customer service ever how can you let people be assaulted on your flights and do nothing about it
0,"@AmericanAir Hey AA, a suggestion: Note on your seat maps what seats have electronics box blocking legroom. AA215 http://t.co/hcNN0wXQQr"
0,@USAirways Only the JFK baggage office is open to help re-book all of us on Cancelled Flightled flight 3121 to DCA. Shameful.
0,"There were plenty of empty seats in coach ""@united: Your dissatisfaction is understood. Crew members traveling for duty are pre-booked on f"""
0,@united Not encouraged that I'll have my CPAP tonight.
0,"@USAirways flt 419. 2+ hrs Late Flight, baggage + 1 more hr. Now I see they delivered my suitcase wet inside &amp; out. #NotHappy"
0,@USAirways 1729 connecting in charlotte to houston. Mechanical issue determined while q'd to take off. And we checked our bags.
0,@AmericanAir I tried that &amp; they have been disrespectful not professional &amp; my 2nd flight been Cancelled Flighted I have to get home for a surgeryHELP
0,@USAirways why cant Sapphire members reach anyone on the phone?
0,@USAirways US 728 stated their issues as: no one around to close said door. More strange. Now we're not hearing from pilot for long periods.
1,@united flight 1491...plane from SFO to DEN is basically on time.
0,@united from MEX NRT (dates TBD) but I'm getting a 200 to 300 USD difference in my quotations through September when compared to MEX BKK
0,"@AmericanAir AA1675 now that the airplane has been sitting here for over 24 hrs,there are mechanical problems.BTW,the AA desk is unorganized"
0,@united - 3 of 6 First seats open on UA5097. No upgrades processed. Gate agents @yyz said their too busy. Not cool http://t.co/6KpyhckA9l
0,@USAirways if you DM me we can take this offline. Would love more info on location of lost bags. Any help is appreciated.
0,@SouthwestAir why can't you take me to Knoxville?? yall are my fav #help
0,@SouthwestAir horrible flight!
0,@USAirways no one is coming to line. On hold for 4 hours. Can u help here if I provide conf code?
0,"@AmericanAir Your AA3465 staff are refusing to allow a woman to board. She was here at 8 for 8:16 departure. Sign still ""Now Boarding""..."
0,@AmericanAir Any info for Cancelled Flightled flight 1046 tomorrow morning out of DFW? Can't get calls through to speak with anyone.
0,@united DM'd you 4 hrs ago at your request. No response to be found .... just like my bag.
0,"@USAirways stranded at BWI after two diversions. No cust service, no transport. Dumped here. Terrible customer service!"
0,@united so the 4-6hrs that you told me was what? A guess?? They've apparently had the bag 20hrs now and no call.
0,"@AmericanAir Cancelled Flights my flight, doesn't send an email, text or call. Now I'm stranded in Louisville."
0,"@USAirways I have now called 12 times in the last three days. That's unacceptable. I'm willing to wait on hold, but that's not an option."
1,"@united All flights Cancelled Flighted :( Trip refunded without difficulty, staff extremely helpful, no complaints! Way to handle bad weather!"
0,"@united is the worst. Worst reservation policies. Worst costumer service. Worst worst worst. Congrats, @Delta you're not that bad!"
0,@united @CheerTymeDad So I can buy tix 3 days before flight but can't transfer the tix.  Flawed security logic. Flawed customer service
1,@JetBlue Big thanks to Ricardo Olavarria at Reagan Airport. Fixed our ticket and made sure we made it for our friend's wedding #greatservice
0,"@AmericanAir how about a reservation phone system that actually works? You know the 800 number is unreachable? Callbacks are ""dead air""."
1,@VirginAmerica ​ is flying from Love to Austin now. That is most excellent news.
1,"@SouthwestAir open seating is like an open marriage, there's so much love for strangers!"
0,"@AmericanAir your definition and mine of 10 min is vastly different. I understand the need to get off the plane for maint, but be honest."
0,@united the delay is due to customer service for 20 people?  What about the DIS-SERVICE you provided for 100+?  #FlightFail #Hour20Delay
0,"@USAirways Your gate team are polite. But your planes are habitually Late Flight. In many cases, passengers are waiting for the flight crew!"
1,Just got off the phone @AmericanAir customer service. Only 8 minutes to get my issue resoled. You guys are awesome.
0,@united yes staff were rude  and unempathetic. I needed jacket and tablet by 4 got at 11. If u take carryons cause plane full.don't lose em!
0,@united why do you want me to be loyal  if don't let me carry on my bag that easily fits in overhead
0,"@united tried to and got through the whole 2,000 characters and I was not even done."
0,"@USAirways #686 is delayed due to tail winds and need to jump on #521 to SEA, leaving the same time this arrives. Is there a chance to hold?"
0,"@AmericanAir Believe me, I understand. Flight #2955. Was originally booked for Sunday. Flight was Cancelled Flighted and rescheduled for today."
0,"@AmericanAir 
It's not what happens to us that matters...It's our response that matters. Way to drop the ball AA."
0,@VirginAmerica everything was fine until you lost my bag
0,@united trying to book flight w/miles. Was on hold for 50m before I gave up. Need to get 6 on same flight using two diff # and pay 4 1tix
0,"@USAirways flight 2022 out of Phil, no update and was supposed to leave 15 minutes ago.  Sitting in airport, wondering#irritated"
1,"@AmericanAir Haha I had a boarding pass for 12B, was boarding the plane and the gate agent told me to go to 41G. I'm here now. No worries."
0,"@united I am. Who knows where my bags are. Do I just wait around and hope they arrive? No one has answers, I have plans and no answers...."
0,@AmericanAir more of the insane treatment by your customers
0,@AmericanAir What are we going to do about the nightmare you guys out me through yesterday? Zero response from the tweet you last sent me.
0,@SouthwestAir Is there a way to receive a refund on a trip that was Cancelled Flight online instead of calling? Your phone lines are super busy.
0,@USAirways I've been trying for DAYS!  And I don't get hung up on until after I get through all the prompts.  What am I to do??
0,@united Donna and Juan still the best in the United Club_ too bad UAL does not get it
0,@united can you please stop Cancelled Flightling your flights? I am trying to get home to take two exams tomorrow. You've Cancelled Flightled 3 flights on me.
0,Well @AmericanAir we won't be flying you. Rebooked on Jetblue. With credits (that actually work) it was free!
0,@USAirways Charlotte Staff needs prayer....disappointed in response to mishaps ......lotttttttt of pissed off people here!!!!
0,@united agent split up my reservation? Now can't Cancelled Flight and refund credit for 2wks? Why
1,"Thank you for your help, Shannon! Great customer service, @SouthwestAir."
0,"@united UA5029 from RIC, UA507 from ORD, &amp; UA423 from DEN -ALL DELAYED for non-weather issues. Way to go, youre batting 1.000! But no hotels"
0,"@AmericanAir If it's in my backpack, why do I need to see agent?"
1,@SouthwestAir Thanks for sending my kid to the #DestinationDragons concert Vegas @Imaginedragons So awesome! http://t.co/G9b6e0a2sZ
0,@USAirways pure anarchy on flight 555 to SLC. People walking in with nothing packed in bags with arms full of stuff. #getittogether
0,@JetBlue They did not have any &amp; asked if I wanted tea. How do you have tea&amp;not coffee? I'm a gold on United &amp; coffee I nvr think 2x about
0,@JetBlue Did you discontinue nonstop service from SJC to BOS? Can't find 471 or 472 anywhere
1,@AmericanAir Joanne from your San Diego staff was phenomenal! Give that girl a raise. She handled our #flightnightmare better than anyone.
0,@JetBlue Every crew member I dealt with in Orlando was incredibly rude. I'm actually pretty disgusted with JetBlue right now.
0,"@AmericanAir no thanks.  As I said, being denied miles that expired one week ago was the last drop for me; plan to avoid AA as possible."
0,@USAirways claimed my flight Cancelled Flighted because PHL runway not good but Delta flight at same exact time is taking off on time.
0,@SouthwestAir I am trying to book another flight and apply my credits that I had from another flight but I can't find them.
0,"@USAirways ur specialist said they would talk to the stewardess about not serving drunks drinks, REALLY how does that help"
0,@united passengers should have been rerouted to match the intended arrival time (even if you have to incur cost to put us in other airlines)
0,@SouthwestAir bad weather and multiple Cancelled Flighted flights has us all scared!  Noted for next time.
1,"@JetBlue ah no the staff was perfect this morning at JFK, more sleep for me!! :)"
0,@united I can't tell/purchase through the website because they put us on a Lufthansa flight for the first leg.
0,@AmericanAir Why does your iPhone app not have any sort of notifications option?
0,"@USAirways any way to tell our gate we are going? Stuck on tarmack, int'l flt FLT 878 going to ELM Gate F6"
0,@USAirways issues are not with people who r nice or storm emails with wrong phone numbers auto rebooked flights to non connecting cities
0,@united thats because you didnt read my entire tweet. Wife's 12pm flight is now delayed to 6:30.  Thats 3 6+ hour flight delays in 2 weeks
0,"@JetBlue hey JetBlue.  Still waiting to hear where you lost my 9'8"" surfboard between JFK and BQN airports."
1,@USAirways you can thank supervisor Jeanine and her coworkers for the excellent customer service they provided
0,"@VirginAmerica
wjere is our luggage #so slow at lax"
1,@SouthwestAir  I USED to always fly Southwest.
0,"@united the most frustrating flying experience. One continuous ""I dunno what time you will leave today. "". Dunno?! That's code for ...?"
0,"@united Found flight after 2.5 hrs. How am I offered a $200 flight voucher 12 hrs before, lose my seat out of neglect, then get nothing?"
0,"@united it was an international flight, and we didn't get our new eta until we were in the air."
0,@JetBlue not one of my four flights this trip has been on time. What the he'll is your companies problem?
0,@USAirways your customer service at CLT is terrible!!! My flight was delayed from JFK for 2 hours!  Get to CLT to horrid customer service!
0,"@JetBlue - Fix your @#$&amp; jet bridges.  40 minute delay, 2nd gate...still waiting!  #jetblues http://t.co/ncB2oNcS9i"
0,@USAirways how does an airline misplace an airline attendant?!! been at Reagan airport since 1pm10:15 to Cincy is delayed trying to find her
0,@AmericanAir rebooked into a different airport. Throwing a wrench into plans 👀
0,@united please send help ASAP to @KathrynSotelo on flight 5957 to Chicago seat 9c #Airlines http://t.co/9sKrLyrZ1O
0,@JetBlue why are there so many delays to north east cities?
0,"@SouthwestAir RT @kkwhb: Paid for early bird boarding and got B46.  I said to lady, ""well, that system is about dead."" She didn't understand"
0,@united is UA938 still taking off at 9:05pm? I'm stuck on the tarmac on UA3462 waiting to get in.
0,@SouthwestAir why are yall trying to fly me to Chicago when I don't live there?! Send me home now!!!! Bullshit ass customer service
0,@AmericanAir any ways to get through the 50 minute wait to book a flight?
1,@USAirways flying high thanks!
1,@USAirways Reservation agent on the phone did a great job.
0,@united 2nd flight in two weeks that you have lost my bag!  Taking my 1K status to @AmericanAir #neveragain #WORSTCUSTOMERSERVICE
0,"@USAirways lack of communication with other offices, the customer, &amp; yall never update ur systems. U guys are 2 established 4 this mess"
0,@JetBlue my flight 475 Cancelled Flighted due to lavatory problems. Can't confirm if they are gonna get a flight from Boston Logan Int
0,@AmericanAir #flight293 was supposed to depart at 745 and at 815 we still have not boarded.
0,@united not for me.  I am on another Ua flight 2 gates down that was held 15 mins for cnx pax.
0,"@USAirways I want my money back. Now we're sitting on the runway. After a 2 hour delay, waiting for the baggage to begin loading."
0,@SouthwestAir Im just praying you get me home alive
0,@AmericanAir five times at last count
0,"@SouthwestAir app error - says click here, can't click not hyperlinked http://t.co/IH5w9nfKz2"
0,@JetBlue Update please on why flight 2601 continues to be further delayed
0,"@SouthwestAir change your hold music, going on hour 3 and i'm about to loose it"
0,@SouthwestAir Any plans to make the southwest app for Android not crappy?
0,"@united why doesn't my daughter, booked with my gold member miles, get on the upgrade list for her flight tomorrow?"
0,@United terrible illogical re-route after Cancelled Flightled connection. Then made me pay to check bag. Then lost bag. #ual
0,"@USAirways As a member of the news media, the awful service of the last few days won't go unnoticed."
0,@USAirways they finally answered. They were rude and didn't help me at all.
0,@AmericanAir please do something about boarding at DCA 35X. Many delays + buses to planes on tarmac despite empty gates. Disorganized mess.
0,@SouthwestAir how about when there are Cancelled Flightlations you just have a link to rebook like you did for initial storm issues?
0,@USAirways No I was there 12 hrs early! Send me an email to share my experience You don't want this blasting here.
0,@united is not a company that values it's customer &amp; after reading tweets to them I'm not the only one who feels that way #lostmybusiness
0,@USAirways an award travel ticket but cannot since it is under a different last name. I simply need to change it
1,@SouthwestAir and thanks!
0,@SouthwestAir still haven't left @BWI. Maybe by the time I'm suppose to fly back to Austin on Tuesday we'll have moved.
0,@AmericanAir make sure u insure your luggage as those assholes @ AA take no fricken responsibility...&amp; don't  believe their lies!!!!
0,@SouthwestAir apologies help. Would have been nice had supvsr. Sally in CLE offered one. Not usual gr8 southwest customer service I love
0,@SouthwestAir been on hold for 1.5 hrs. What's up?
1,@SouthwestAir Travel agent Darrel here at Love Field hosting a paper airplane contest to entertain all the children was so awesome to see!
0,@AmericanAir what are my chances of making a connection to El Paso (AA504) with DFW from SAT (AA200) delayed 30 minutes?
0,@USAirways Just to follow up here is my experience: http://t.co/WJIiGZtiwg
0,@united not my luggage
0,"@united thanks for delaying our flight for an hour, missing our connecting flight and terrible customer service. #neveragain #vacation"
0,"@united I have a flight from omaha to chicago (en route to NYC) and they are seating me and my partner separate, please fix this res# ILC0HP"
0,@USAirways trying to change flight because of airline travel advisory. on hold for 45 mins. Help!
0,"“@JetBlue: Our fleet's on fleek. http://t.co/Lv9HwQDK9A”

Can't fly you anymore, we had a good run ✌️"
0,"@SouthwestAir - I have spent 87 minutes (and counting) on hold w/ you today. After first 48 minutes, I gave up. Trying again &amp; on 43rd min."
0,@JetBlue Late Flight again lost almost 3 hours of my bay area weekend not to mention two hours of unnecessary vacation time from work.  #flt348
0,"@SouthwestAir  also, gave up after 1 hr 32 minutes on hold. Maybe put a few more people on it?"
1,@SouthwestAir give this guy a raise....great start to flight from AZ to MKE..
1,"@AmericanAir Chicago seen from seat 6A, AA 1620. So far a great ride! On to PDX! http://t.co/X4rsvAGIjN"
0,@USAirways waiting for you to figure it out. This is unacceptable.
0,@united I send an email about my bad experience and you send back a generic response.  Yet another reason why I'll never fly with you again.
0,@SouthwestAir injured at check in yesterday. U told me to go to dr. on hold with SWA for over hour trying to talk with someone. suggestions?
0,@VirginAmerica already contacted Central Baggage &amp; sent DM. @RenttheRunway is charging me for the dress that was in the lost suitcase #help
1,@JetBlue thanks. I chatted with a nice fella about it and he gave me the lowdown.
0,"@united If it's any consolation, your staff was stellar. Just not the hour+ delays I encountered with every one of my 4 flights."
0,@VirginAmerica hi! i'm so excited about your $99 LGA-&gt;DAL deal- but i've been trying 2 book since last week &amp; the page never loads. thx!
0,@AmericanAir @SentieriMelinda Any updates? It shouldn't take hours for assistance. I love @SouthwestAir
0,@AmericanAir you have the worst reps at Jacksonville airport. So rude and totally not helpful at all!
0,@SouthwestAir no flights to HRL :( is this a limited route?
0,"@AmericanAir while I'm sensitive to this fact, I don't believe that warrants poor service. A little help &amp; compassion goes a long way."
0,@united 25 min hold has now progressed to over an hour...919-675-0985
0,"@USAirways I've been on a music hold for over a hour trying to get my AAdvantage membership merged, can someone please call me ASAP?"
0,@AmericanAir first flight is Cancelled Flightled. Been on hold for 4 hours. Need information and getting none. Help?
0,@AmericanAir there was also not one single person at the counter answering questions for our plane full of confused people. No staff at all.
0,@united you guys are gay
0,@USAirways can I get a free mimosa to compensate my flight delay (yet again) thx
0,@united by the time I finally get to Dallas I could have driven with less frustration and cheaper.
0,@USAirways I just got hanged up on trying to get to an agent. Can you help?
0,@SouthwestAir Horrible experience ever with airline..Have to reconsider any future flights. Customer service ... http://t.co/EczHcmM5vi
0,@JetBlue ’s Marty St. George really has zero clue. How does he still have a job? #nobaggagefees http://t.co/tjDzaMHPEw
0,@USAirways nightmare trying to get to Costa Rica from PHL today. Stuck in Miami and no one answers at 800 number.
0,@united Flight:UA1750 is basically a prison on the runway @ SFO 6delays 4hrs of sitting no water no answers. reminded y I hate this airline
0,"@USAirways do families no longer get early boarding with young kids?  American, your new parent, gives it to us..."
1,@JetBlue word thanks
1,@USAirways YOU ARE THE BEST!!! FOLLOW ME PLEASE;)🙏🙏🙏✌️✌️✌️🙏🙏🙏
0,"@USAirways Going to Manchester, UK now i'm going to miss a wedding. You going to rebook that too? Why have you chosen to Cancelled Flight my flight??"
0,@united updated A320 aircraft has wifi and device entertainment but no outlets. I don't get it. How can I charge devices?
0,@USAirways @USAirwaysCenter My lost bag lands in Hartford at 639p tonight. Will it be delivered to Danbury CT tonight?
1,@JetBlue great to see the RedSox plane and your reminder you ❤️NY side by side at JFK #catsanddogslivingtogether http://t.co/KFUyYoKUFv
0,@USAirways is setting themselves up for a lawsuit. No way we should sit on a plane for an hour and a half.
0,@united that I would get on early enough to not have to green tag. but no go. if not for Otis I would be still sitting at ORD
0,@USAirways @jtrexsocial exactly! How? I've been disconnected 3 times!!!!
1,@USAirways Thanks! Sent you DM re: baggage issues.
0,@AmericanAir can u help rebook passenger via Twitter/DM.  Been on hold for 1.5 hours. Thanks!
1,@united thx for update
